text,label
the result is something quite fresh and delightful .,4
... a true delight .,4
"while not all transitions to adulthood are so fraught , there 's much truth and no small amount of poetry in girls ca n't swim .",4
"the film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences .",0
"an empty , ugly exercise in druggy trance-noir and trumped-up street credibility .",2
i got a headache watching this meaningless downer .,0
the most amazing super-sized dosage of goofball stunts any `` jackass '' fan could want .,4
at its best ... festival in cannes bubbles with the excitement of the festival in cannes .,2
it 's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,2
"the movie 's captivating details are all in the performances , from foreman 's barking-mad taylor to thewlis 's smoothly sinister freddie and bettany\/mcdowell 's hard-eyed gangster .",4
"it is n't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems .",2
just another combination of bad animation and mindless violence ... lacking the slightest bit of wit or charm .,0
"daring , mesmerizing and exceedingly hard to forget .",4
vile and tacky are the two best adjectives to describe ghost ship .,0
"largely , this is a movie that also does it by the numbers .",2
"brilliantly written and well-acted , yellow asphalt is an uncompromising film .",4
"a funny , triumphant , and moving documentary .",4
"many of the effective horror elements are dampened through familiarity , -lrb- yet -rrb- are worthwhile .",2
"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done .",0
"add yet another hat to a talented head , clooney 's a good director .",4
"a venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera .",4
"the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up .",0
a subtle variation on i spit on your grave in which our purported heroine pathologically avenges a hatred for men .,2
"the people in abc africa are treated as docile , mostly wordless ethnographic extras .",2
a feel-good picture in the best sense of the term .,4
only in its final surprising shots does rabbit-proof fence find the authority it 's looking for .,2
one-of-a-kind near-masterpiece .,4
this mess of a movie is nothing short of a travesty of a transvestite comedy .,0
wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .,4
the exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,0
so relentlessly wholesome it made me want to swipe something .,2
her film is unrelentingly claustrophobic and unpleasant .,0
"between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season .",4
"when she speaks , her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music .",0
an artsploitation movie with too much exploitation and too little art .,0
"... even if you 've never heard of chaplin , you 'll still be glued to the screen .",4
madonna still ca n't act a lick .,0
montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,4
"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .",0
"if the ' 70 's were your idea of a good time at the movies , this will make you very happy .",2
"a delectable and intriguing thriller filled with surprises , read my lips is an original .",4
"everything that has to do with yvan and charlotte , and everything that has to do with yvan 's rambunctious , jewish sister and her non-jew husband , feels funny and true .",4
downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' pg-13 rating .,0
disturbing and brilliant documentary .,4
feel free to go get popcorn whenever he 's not onscreen .,0
"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .",0
"it 's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death",2
"the first tunisian film i have ever seen , and it 's also probably the most good-hearted yet sensual entertainment i 'm likely to see all year .",4
"a subtle , poignant picture of goodness that is flawed , compromised and sad .",2
"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity .",2
